cleaned_stemmed,sentiment_prediction
mata rocky sendiri benar,positive
kalau gk punya ilmu jgn tampil depan umum hina pribadi org benar rendah diri sendiri,negative
memang hebat rocky gerung debat pancing lawan hingga emosi tdk kontrol berfikir yg jas biru trasa pancing sebenernya rocky jawab lgsg aja tp buat muter pancing emosi lawan lawan emosi ilmu pikir tdk kontrol,negative
orang hukum yg emosi d hilang negara,negative
mau nang cara apa bodoh mana ngerti yg emosi tinggi,negative
anjir sakit bener waktu om rg bilang erti sejarah erti tahu ilmu tahu,negative
keren rocky sangat cerdas bangsa,positive
wahh kerenzz sihh rg,positive
sombong abis,negative
wkwkkwkw liat bung rocky santai aja gak takut dideketin gitu,negative
makasih rocky gerung jadi tau siapa yg ngaku jilat yg pancing ikan,negative
yg pakai bung silvester logika anak tk,positive
yg bodohin org tuh kemaren sesumbar punya duit rb triliyun,negative
allahuakbar allahuakbar allahuakbar allah kuasa buat manusia cerdas agama apa selalu ajar jalan benar punya integritas nilai nilai hidup tuju yg maha kuasa,negative
sekali kali si roki kasih shock terapi tak mudah hina orang sabar tak batas sabar orang yg batas nya suruh sodor bukti ngomong ngalor ngidul lah sifat cundang,negative
wkwkwwkkwkwwkwk mantap bung rg lanjut,positive
mantap bung roki kasih paham yg baju biru yg punya harga diri yg rendah orang si baju biru bukan bung roki,positive
wow trending nich kl diliht komen hampir porsen dukung rocky,positive
sumpah ga paham sama kalian bilang rocky jawab nya muter muter lah lah apa lah gin angin dikit satu debat kalian beri jawab opini kalian punya fondasi buah acu jawab sendiri memang benar rocky beri jawab opini nya vidio alasanya lawan debat paham fondasi beri rocky rocky beri jawabanya langsung fondasi tuh orang bakal nanya acu nya apa lah dasar mana lah jadi percuma rocky langsung beri jawab kalo lawan debat ga ngerti pondasinya silvester pancing jebak rocky langsung bukti kalo tuh orang emang jilat,negative
bah gelut bah opo ndk ngurus,negative
orang hukum kok klah debat,negative
mmg skali roki hrs hajar spt,negative
sanggup utk debat ilmu yg dangkal andal emosi lebih baik gak usah debat malu diri sendiri dungu depan orang banyak,negative
joss rocky,positive
otak gak nyata hh,negative
wkwkwkwk pancing,positive
betapa malu kalah debat ucap kata kata pantas muka mahasiswa,negative
isn t it embarrassing to be supported and defended by this kind of person i can t stop laughing lol,negative
ngandalin otak donk jangan otot,negative
lesson learned jgn debat sm org bodoh karna gaakan ujung,negative
beda kelaas jauuh anak tk vs anak kuliah lawan bang rocky pake ilmu yg banyak bukan pake emosi sama ngomong kotor kya preman ga usah panggil jadi narasumber malu in,negative
tolol umbar jadi emosi,negative
buat sy yg g kenal sekalipun rocky lebih rasa dpt yg guna dr si ikan yg pancing,negative
aa,positive
kelas bung rocky,positive
debat adu persepsi bkn ajang utk beri kuliah muka umum ciri putar inti bahas tingkat bapa silvester bkn mahasiswa harga lawan diskusi tdk guna kalimat hina rendah lawan didpn anak mahasiswa rg one mans show aku paling kutu buku aku dosen aku paling pinter bodoh nilai dlm debat rg sering guna style strategy nya utk jatuh lawan shg dampak hilang performace bagai diskusi yg tampil dlm kondisi didik mahasiswa nya gpp kecuali klo mahasiswa cerdas auto kritik pd style didik yg modal kata murni milik tahu perlu waspada sbg warga indonedia yg baik tdk perlu pintar difinishi pintar otak spt akal an bodoh orglain dsbnya beda orang cerdas typenya pintar otak jg cerdas hati contoh spt empaty simpati peduli tinggi ciri sifat saleh yg milik boro jatuh orglain dpn publik org cerdas guna hati nurani utk pikir kata buat disbt tri kaya parisudha salam,negative
roky makin jelas aja,negative
silfester tampak diri jilat jokowi buat apa elo bela mati an jokowi kalo gak,negative
profesor siapa,positive
orang orang butuh lihat cawe cawe terang benderang orang orang yg tdk pikir kritis kalau pikir kritis tahu cawe cawe pikir lah dgn sehat jangan bodoh kapan nkri begini terus,negative
silfester buka dungu sendiri kalah debat emosi,negative
seng percoyo rocki kui wong kok cman pakai kalimat bukan orang,negative
kalah besar debat emosi,negative
ikan pancing tdk yg tuduh jilat kamu ngaku,negative
gak mau kalah yg ber jas biru ikan,negative
tonton didik sama sekali banyak buzer ikut komen,positive
tp benar roky klu rasa jadi apa yg blg roky knp marah yalah bl luka pqstilah asa pedih,negative
jangan kasi silfester nongol tv,neutral
baru kali aku lihat orang hukum yg dungu,negative
ngasi bukti aja bawa bawa pahlawan luar negeri roky panggil debat argumenya provokasi masyarakat gampang tipu bodoh bodihi,negative
jabat ato apa siap hujat bukan minta sembah,neutral
silfester kek pakai,positive
jiahaha tum ngamuk,negative
cuma mancing biar rg kata jerat rg sadar,negative
buzzers mulyono rata otac micro gak punya malu rata gitu,negative
mahasiswa sangat senang dgn gaya rocky thn yg lalu lihat sangat hebat memang cerdas sayang cerdas guna giring opini sesuai ingin fakta memang beliau orang cundang pernah pak rocky beri solusi apa negeri ribut sebar opini buruk dosen sungguh sangat sayang,positive
wouu pancing,negative
tau rocky pintar sayang kurang etika,negative
orang emosi bawa debat akal cetek,negative
loyer begini cocok nya debat sama bang ali ngabalin lah mah ali ngabalin jg gk gin gin loyer loyer,positive
aja haya lulus sd sdkit paham nalar bung rg beliau emang ora jenius,negative
rg ga bicara bukti fakta cawe cawe jokowi malu lawan debat tonton sangat nikmat,positive
bapak yg emosi kentara banget tahu kurang emosi sangat tinggi tanda jilat lebih tinggi banding isi otak,negative
wkkwkwkwkww beda kelas ama lah ama rg ngapain panggung bikin malu,negative
orng rocky gerung tdk guna buat republik rocky gerung tanya maha siswa guna gak mahasiswa jwb guna mahasiswa,negative
rg org cerdas detil nya rg org cerdas no indonesia,negative
ngakunya hidup santai tenang ga masalah kok emosioan gitu santai justru pak rocky,negative
memri tv versi konoha,positive
mantap roky gerung buka watak orang buka dgn sendiriya dgn kata suara mulutya sendiri yg kasar,positive
kalo kamu punya otak trus kamu ngapain bikin apa buat indonesia aja,negative
rg iri dengki mnghasut rusak bangsa fakta hukum cuma opini doa siapa bela rg arti orang bodoh semua mnghujat mnghina dosa laknat allah swt kuliah ajar sesat kalau guru bgini allah smoga baca kubu rg dengar smoga kalian kena azab enak mnghina orang,negative
mustahil orang ikut andil bela suatu kelompok dapet untunga cual rakyat pilih siapa baik bukan silfer ingat bung rocky bukan jilat orang cerdas rakyat sangat guna rakyat kurang pintar,negative
goblok yg hakiki bos emosi,negative
ngaku anak hukum tp kuliah universitas ruko ijazah nya si silfester track dikti ga tuh,negative
wkwkwk nyampe sana lu bro sok jago sana lapor junjung,positive
sumpaah gw demen banget kalo bang rocky ngomong asli otak gw hampir gak sampe cerna omong nya bang rocky lambat laut mangkin faham omong bang rocky good joobs,positive
apa bleh acara tv adu domba heran acara kok banyak sekali,negative
awal mula puji diri sendiri gak punya masalah apa hidup bahagia punya tahu dalam orang depan akhir cemas kalo kalah debat emosi umpat orang titik sadar sedang hidup bahagia ibarat kaum marjinal masyarakat miskin umpat cukup butuh sedang bahagia cukup tuhan ilmu tahu,negative
opini opini opini x,positive
nak mental si silverster,negative
bodohin bos masyarakat indonesia panjang umur bang roky,negative
mungkin bodohin tonton bodoh mu,negative
seru,positive
gerung ngomong ngambang kesana kesini hahh,negative
banyak ngomong tdk karya,negative
kalah telak bung rocky,negative
bukan lawan bung roky,neutral
bilang cundang berapa kali bilang bodoh sekali langsung emosi acara serius nanya,negative
gerung emang gak cocok sama budaya kata nya akhlak lebih dunia barat yahudi yg suka pancing emosi pinter ilmu nya banyak ngeles,positive
rocky acara debat bukan acara tebak an kok suka bener pingin d lihat orang cerdas g jelas blas,positive
hampir semua komen kolom beri response sangat positif bung rocky rakyat cerdas nilai mana tulus mana bulus,positive
bung rocky salut,positive
meni pilih mampu meni meni padahal jelas islam wajib masuk dalam rukun ibadah ralat,negative
debat kontrol emosi lihat jelas dungu rendah ilmu tahu orang,negative
adu otak bukan adu otot,neutral
buhahaha pake emosi utk tutup malu gw jdi ikut malu punya rekan jawat kyk gitu,negative
bung rocky yg mulai pakai kata bodoh alias pancing emosi debat paham mahasiswa bela begitu bungbrocky pakai bahas yg luar luas ilmu tokoh buku bawa cuman sayang bung silfester pancing benar usah banyak bicara rocky biar bilang bodoh ilmu org gila pasif perlu terap pancing bung rocky senang lah yg suka stasiu tv baca acara rating jg naik,negative
hahaha ikan pancing mantap bang rocky gas terus,positive
so pintar gerung kaya mobil kenalpot bocor,negative
yaa sekali blh lh kasih ajar,negative
manusia yg benar apa yg bener lihat substansi informasi nya,negative
tahu jilat ngamuk ngamuk gak jelas,negative
gerung ga usah didengerin cm benar cara pikir sendiri ga kontribusi buat negri,negative
aku yg tamat sekolah sd aja ketawa dengar oceh mu rocky too much talking but nothing to do for indonesia i think you too much book reading until make your minds error drama acting ngomong kok byk mikirnya kawin kawin,negative
pasal ko adenlin pasal yf buat jahat beda dng logika pikir,negative
kenal rg siapa,positive
kesi nya orang,negative
ngaku hahaha,positive
kalah debat solusi ngamoek wkwkw,negative
respect bung rg pancing jg ikan badut ny,positive
sangat malu sekali lawan debat bung rg benar kalau sedang malu diri sendiri depan umum rg is the best,negative
hati bully warganet kau silverqueen,positive
rocky tele tele,positive
sseharus nya pak roki jgn mancing amarah,negative
suruh aja si silfer ngomong sama tembok argumen nya ngotot gak isi malu,negative
bung roky luarr biasaa,negative
lebih guna rocky dr orang,negative
orang hukum apa si kau bang,negative
dasar memang sdh benci jd apa yg laku ttp salah mata memang filsuf bgs masuk akal tdk bs jadi benar tdk bukti konkret,negative
nyala abang rocky gerung,negative
pak silver jelasin yg mungkin jalan pikir bung r gerung yg ber iq standar lulus smk menit bpk silver sampai p jokowi sambut bnyak masyarakat jelas sambut masyarakat lihat merespon sang raja bukan merespon beberapa titik salah yg beliau buat contoh nepotisme nama etika bentuk attitude klw,negative
hidup bahagia muka cerah mulut kotor,negative
rocky buka pilih cari damping ga aku mau daftar,negative
yg kena mental kalah malu sampe liang lahat,negative
pak semua negara semua hukum negara,negative
sama tipu orang menfaatkan bodoh lawan tetang istilah tidak tahu nama tokoh ilmu serang terus manakal yg orang usaha ganggu potong bicara lawan tahu lawan lancar susun kata begini bila debat mau tuntas,negative
bukti nyata logis otak y,negative
bubar bukti sini apa yg,negative
kata sdh baca teng maw brower gusdur tanya silfester jawab jadi siapa yg bodoh,negative
partai mana indonesia pecat silfester fakir adab beri contoh buruk rakyat stasiun tv indonesia banned silfester jangan undang lg acara apa beri contoh buruk rakyat,negative
suruh buktiin malah muter muter jawab healah org macam roky ngapa kagum,negative
terimakasih roky gerung banyak cerdas anak bangsa,positive
orang jaga masyarakat maupun negara jangan tangan kotor luka,neutral
biasa yg emosi dah tinggi gtu sentil kuping nya langsung tumbang cuman sya ngeliatnya jadi kasi sma orang kok emosi begitu hebat sisi bukti klo bung rocky cerdas karisma,negative
rocky terlalu tele tele suruh balik topik malah kmn wkwk,negative
mantap rokyy gerung,positive
lawyer longor,negative
kalau sdh dungu dungu aja kira emosi tutup dungu hidup rg mantabb,negative
haha ulti bung rg raka mungkin bodoh tonton bodoh,negative
mbulet ae,positive
sabar bang roky seluruh rakyat indonesia sama yg hilang akal sehat,negative
silfester sangat menjilatt,negative
mantap gestur my rocky gerung datang tu si silvester dungu mundur setapak,positive
selamat bu g rocky jenius,positive
bukti silfesterlah orang yg bodoh bilang ajar sd tanya sm roky gerung jawab,negative
lucu sekali lawan bicara rocky gedung kok emosi sihh,negative
anjhayy keren cuy satu ikan pancing trus masak kuah pindang,positive
ii cmn gtu aja ko baperan,negative
kapan acara bakar bakar ikan bung rockygerungofficial jt lebih orang udah nonton bung rocky tangkap besar,negative
lanjut kagak silverqueen,positive
pancing emosi,negative
kadang gak tuju dngan ucap rg yg selalu mbulet tanya apa jawab kmana tp gk rg dunia gak seru,negative
kata baca tanya ngeles,negative
akwwkwk satu ikan goreng,positive
no riocky no party,neutral
hhaa,positive
sifat tenang bpk roky gerung setan manusia cenderung sombong marah gede ambek rasa gagah kuat emosi tak kendali,negative
kalah debat ko marah hidup bang roky habis orang dungu,negative
sukak kau cakap roky kau yg paling pintar kl org yg tuhan mungkin anggap mu orang yg paling pintar,negative
beliau bukan sembarang beliau,neutral
rg bicara senyum silfester matutina bicara nya marah marah mirip debt collector pancing,negative
siplester metutai sama ahli modar ngadali trnyta partai kim jung un,positive
cie emosi orang tua,negative
malu,negative
sombong menang lihat intoleran,negative
gk usah undang bang aiman org yg siifester jarang undang acara,positive
mhn maaf yg punya tempat debat adminya acara tlg dong undang yg aj soal sya ngeliat bpk yg lawan debat bung rocky jauh padan,negative
aiman kurang presenter jadi gak seru,negative
mantaap pak rg,positive
sadar bodoh liat publik karna pancing emosi wkwkw keren lu bang rg,negative
padahal rocky gerung terang cara rocky manusia emosi sabar sumbu pendek yg caci tuduh caci emak ngeyel yg ngga mau denger nasehat the best rocky gerung,negative
kelass bung rocky nyala terus,negative
kelas hotman paris aja tak kutik apa keroco keroco kuman,neutral
haha begitulahh r aksi org bodah sudut mantap bung rocky kasih faham org macem ni padahal bung rocky jelas fakta bukti bukti yg sedang omong begini lahh klo org dungu makin liat bodoh dungu bung rocky tertawa santui mend ngar oc hannya apa yg pernah bung rocky jelas cara lawan org dungu sihh savage klo istilah war udah h ad shott ketika makin lihat jelas dungu bodoh bahkan maha siswa nilai mana akal s hat mana org dungu sayang sekejapp cba klo terusin bakal seru tuhh du l nyaa,negative
garis keras bung rocky,negative
lawyer indonesia rusak,negative
silvester mahasiswa semester,positive
make duit rakyat gubrakin dinasti,negative
yg marah kalah bicara,negative
model gitu ko jd tokoh gmna negri lkita bung roki the best,positive
ngaku orang acara tp se bodo d depan masarakat hidup bung rocy,negative
wkwkwkw kalo udah kalah emosi wkwkwkw,negative
rocky tetap hebat,positive
lucu bapa marah ad hominem wkwk,negative
wah wah ga punya ilmu debat bawa emosi kalah debat nyerang pribadi payah mhn mangap bpk payah,negative
silvestsr emosi puncak satu ikan pancing tonton seluruh indonesia wkwkwk sabar om yaa,negative
bapak jas biru yg kampung undang tv nasional yah yg biasa tv lokal kok undang tv nasional,positive
aiman payah lah,negative
yg ga siapa bapak,positive
iya muter omong ga mbuktikan,negative
emosi akibat dungu no rocky no party,negative
roky gerung emang pinter cerdass mantap,positive
ayah rg nak ambil ayah pulpen rg ayah tau cipta pul siapa cipta tinta siapa tinta bahan apa pulpen cipta tahun berapa pulpen cipta berwal apa ayah rg maksud kamu gimana rg ambil pulpen rg ayah nyuruh ambil pulpen kan sini jelas asal muasal pulpen ayah ayah rg jembut,negative
oohh orang hukum pantesan atuh hukum negeri bpk lurah asudah lah,negative
fakta ga usah terang,negative
tanya bukti rokcy lari,negative
undang malu nilai sj bkan soal siapa lawan siapa soal etika d ruang publik,negative
biasa kalau mampu lawan dgn argumen serang pribadi sampai argumen hidup menang real,positive
dri sini lihat siapa yg bod h debat tp pake emosi,negative
rg tetap kritik dg tahu dg istilah sendiri dg rangka sendiri dekat filsafat dg dekat teknikal semua gimmick drama,negative
semangat pak rocky,positive
indonesia pikir ini argumentasi benar sehat sehat om rocky gerung,negative
orang hukum ko ga tau bahasa hukum tonton bodoh nya sendiri maju terus bung rocky,negative
rasa paling pintar milik etika,positive
debat apa nga ad tengah nya ni jadi host nya cengar cengir kaga jelas apa,negative
jilat kalau orang omong fakta benar emosi,negative
bagaimana mau tagih bicara soal cawe cawe kalo fondasi bicara cawe cawe ga ngerti mungkin bodoh nonton bodoh bagaimana mau angin se dungu sumpah jgn muncul tv bro jas biru malah kasi pihak yg bela sih,negative
uuh ngamuk,negative
moga kink jawa sama hulu balang satu akhirat,positive
yg tamat smp malu liat org yg kata org hukum tp kok main otot gitu org konslet jangan kasih panggung,negative
ngapain ngomongin politik,negative
kacau ilmu,negative
apa hasil negara indonesia udah buat apa rg negara indonesia,negative
apa silfester tetap muncul publik telanjang abis an sama prof rocky hahaha,negative
hahaha jawab siapa jilat,positive
masyarakat yg dukung rg hasil mancing silfester marah silfester marah lgsg merta merta buat silfester salah rg sangat pintar beliau akademisi bela rg bela beliau rg pintar teori yg sebut yg masy awam tdk jrg pernah dengar kalau bela rg alas sesimple justru didik dukung rg lah patut tanya tdk pihak dua cuma sy pikir kalau memang rg hebat kalah lah sedikit sama si dungu jawab simple dgn bahasa yg mudah erti si dungu warga indonesia yg mgkin tdk tahu terminologi yg pakai beliau sy justru tanya rg benar punya jawab dr tanya si dungu spread love not hate,negative
kalau kagak kontrol tak perlu lah ikut debat jadi liat level,negative
jilat emosi ga kontrol,negative
urus klen lh mau debat apakek gk untung nya sama rakyat kecil klen debat tv gtu bayar klen kyk tetap sensaranya gk ujung trus semua masalh debat jadi klen mahasiswa tu percuma lh klen kuliah kan orang tua klen mending klen kuliah bagus lh tekun ajar biar masa depan klen cerah,positive
hahaha ngomong orang jurus fakultas hukum ajar nya bahas rocky ngeles mulu apa jangan kelulus nya dapet nyogok lihat ga pinter nya kalah debat malu akhir pake otot,negative
kelihatyan siapa bohong wk,negative
ngatain rocky sampe personal rocky kali rg tetap stay cool gilir rocky bilang kau bodoh dngn hukum arti bukan bodoh personal lbih tahu hukum lngsung naik pitam kek anak jaman now lobay playing victim hh,negative
guna bung rocky utk negara utk ajar kalian utk pikir guna akal sehat kalian lebih bnyak pikir dngan nafsu tamak,negative
gimana mau terang tau dasar apa yg mau terang,negative
sayang ga saling tinju klu bakal tambah seru nih,negative
rocky lawa fiki baru yambung,positive
jebak dungu sama bung rg,negative
cerdas host uji,positive
kesi bung rg kek debat sama emak emak komplek wkwkwk,negative
gokil cerdas banget rocky gerung si silfester ngaku orang hukum preman aiman jangan undang lah si silfester gak nyambung debat nyerang personal,negative
baik budi kali bro ngak apa mau mati an pasang badan bukan orang bodoh bos,positive
lanjut bung roky g,negative
mantap inews rating nya langsung lejit jit,positive
jabat sekaligus orang hukum ga ajar etika adab yah apa gimana sabar setip tisu bgt kalo udah kalah argumen gabisa kontrol emosi banget wkwkw,negative
layer kok gitu cara ngomong nya duh parah mafia kali lu silvester mamatutulina lululu apa sih nama mu ndk jelas lu ngomong nanta g orang satu ikan pancing bener bang rocky,negative
minimal tebelin mental dulu boss kalo mau bedat sama orang super jenius rg,negative
bpk rocky talk to much as if you are the must knowledgeable person not all the time you are right don t have to oppose everything for the sake opposing just because you don t agree with the other lenders person even if what they have done is good,negative
malu tuh sama jas rocky pakai kaos,negative
megawati ketawa lihat silfester lucut sama rg hahaha,negative
joss bang rocky,positive
semua yg dtanyakan rocky yg djawab,negative
org dungu kok jadi ketua sih waduhh,negative
idont like rg,positive
pak rocky gerung beliau cerdas jgo stand up komedi jga rupa knp ngaku knp ngaku,positive
bung rocky idola,positive
trmksh bung rocky tunjuk orang yg dungu sok tau tanya apa yg baca bingung hahahaa puass trmksh bung rocky baik lahh,positive
keren rocky mampu lihat dungu lawan debat pakai emosi,negative
si paling orang hukum,negative
mantap bung rocky gerung dukung salut sabar tenang hukum lawan bicara tuhan maha esa,positive
beda kelas roky emang top,positive
bg rocky keren pinter mancing padahal umpan nya bukan cacing tpi langsung strike ikan malang wkkwk,negative
cuma nusuk personal tanya ngangongango yaampun dasar kolam empang bung rg cerdas orang mau pikir,negative
tonton bodoh,negative
gitu cara orang hukum debat pantes yah,negative
ngatain orang aja was wes wos tp suruh paham teori dasar gabisa salam akal sehat,negative
ngak erti rg kalau cerita silfester orang hukum ngak perlu emosi ngak perlu debt collector,negative
yg pancing berat ngerasa,negative
aduh kalau mau debat liat orang dulu dong jangan orang takut kalah debat emosi cundang kalah debat nyerang pribadi ilmu kaga,negative
sang jilat galau sebentar majikan nya lengser jadi ngak yg kasih bansos,negative
tutorial malu diri sendiri silfester,negative
lama sylvester guna gak buat negri,negative
hina paulus pendeta,negative
wkwkwkwkwk emosi jln ninja ku sya si harap liat youtube baca komen orang,negative
gila ni org ngasi diri buat pukul asli diinjek kualitas intelektual silfester mata seluruh indonesia,negative
buat cundang rocky gerung,negative
anak nya gw yakin malu punya bokap kaya gitu,negative
kasi skakmat kali lihat ratus org,positive
anjir rg bisa pdahal ga ad sebut mlah sendiri ngaku,negative
silvester koshoong,positive
makan ajar disiplin ilmu kawan kawan,positive
makin kliatan jelas yg dung dung siapa,negative
acara sungguh malu usia udah dewasa prilaku kaya anak yg blm masuk sekolah apa yg mau ambil debat kalo kaya,negative
turun malu,negative
hati kata kuat diri ban rebah air mata genang jatuh mata tetap tahan basah sabar uji datang singgah terus jadi orang kuat tabah meski sendiri kau jatuh rebah percaya laku hikmah hikmah engkau sendiri sangka atur sempurna maha kuasa,positive
akal waras vs akal sakit bravo bang rocky,positive
seperti rg tidk mnyebut jilat tpi kok silfter rasa dtuduh mnjilat arti rg bilang knapa mngaku,negative
permisi bung nulis being and nothingness j p sartre reference besar being and time nya heidegger,negative
kalow kalah debat malah emosional malu sama mahasiswa pak,negative
orang kaya gin kok jadi lawyer yaa pantes negara konoha ga maju orang tipikal petinggi kaya gin rata miris banget sebenernya,negative
jilat emosi serang pribadi orang,negative
aseli malu sih jadi anak silpester ngaku bahagia marah marah wkwkwk,negative
tetap kontrol bang rg hati bang jilat sengaja bang rg pancing pidana orang bayar tetap semangat bang rg banyak yg dukung sini,positive
neng bnget lihat kbodohannya,positive
lah kok ngamookk,negative
kasihan anak istri lihat dungu bapak suami,negative
duh malu dah guru nya,negative
emang rg sing tak lawan nya kereen cerdas semua lanjut hajar terus rg,positive
kata baca sejak sd erti faham bpk silfester,negative
ngakunya orang hukum pas tanya kan dar tanya ga jawab ngakunya orang hukum tpi ga ngendaliin emosi selamat pak silvester dungu yg lihat,negative
tahu sulit jawab maju terus bang roky,negative
silfester ibarat lalat kasih tahu makan yg segar ga lirik senang sm makan busuk,positive
rg banyak istilah nih,negative
selamat negara org dungu bang rocky no rocky no party,positive
cundang padahal bukan rg memang guna apa kamu buat indonesia,negative
gitu aja marah rakyat aja ngak marah bapak tu kasihan yaapaa susah tidur,negative
rg terlalu rumit berfikir hingga lupa bagaimana pria sejati sungguh cara bicara rocky kalo memang diam suara tetap kata rocky tuduh,negative
klw langsung poin bukan debat nmnya klw langaung poin buwat apa tonton anak mahasiswa bro,neutral
rocky keren liat cerdas lawan nya lucu main nya otot,negative
cundang teriak cundang,negative
rg hebat luar biasa sabar cool euy he won the battle s lihat gak isi,positive
buat mau berfikir rocky gerung sangat guna negri,positive
matul ban roki,positive
tau kan indonesia gapernah maju orang kayak gitu aja kok jabat negara,negative
kalo sama rocky jangan cela dlu omong nya nih bukti pancing blm kelar ngomong udah bantah sempat ama rg,negative
acara apa preman pasar wkkwk,negative
kalah debat naik darah emosi,negative
lawan debat paling keren ngabalin kalah debat,negative
silvester cocok adu dbat ma hewan bkn ma orng,positive
rock pandai bicara tp omong kosong semua tak tunjuk bukti klo orang salah hina dasar yg valid mirip dongeng tp rasa paling benar,negative
gokiil bung roky,negative
kadang rg terlalu suka bodoh kan org harus saling punya etika dua,negative
muncul ngabalin part,negative
mulai gairah bang rocky gerung,negative
hahaha silfester tuh makin pancing emosi makin malu diri sendiri,negative
silfister kalah ngamuk debat,negative
kok lgsg ngegas singgung wkwkwkwk,negative
bapak tunjuk kan dungu nya sama publik bukan level nya bung rocky bapak level supir angkot,negative
debat baik roxy musuh sampe kejang kejang,negative
makin lawan emosi makin rocky pancing,negative
hahaha tanya ga satu jawab,positive
nyata lanjut vidio nya boss silvester ribut sama chiko pdi hahaha parah orang silvester haha psi percya sama orang dajjal begini emosi gede setan,negative
no rocky no party liat lawan dungu emosional gas terus om rocky,negative
ga jabat ga proyek jatah,negative
debat kok emosi kayak preman begini orang bela pak jokowi,negative
silfester memang jauh beda dgn pak rg hidup pak rg,negative
rokky lawan bravo rokky,positive
roky jajah moral bangsa indonesia bahaya org,negative
silvester,positive
pancing ga usah banyak omong lah sama bung roxy jebak kau lah,negative
bodoh bodoh nya orang apa laku sebut jadi diri,negative
hahaha yg baca silfester luar kepala bung rocky,negative
ending yg sangat efic satu ikan mulai pancing bravo rg,positive
wkwkwwk bung rocky dapet ikan,negative
tuju jas biru,positive
bung roky hebat lho gak nunjukin bukti fakta alih akan menang padahal gak tunjuk argumen filosofi jadi patok klaim orang dasar fakta bukti ilmiah nyata jawab ilmu gaib kaya gin jadi,negative
kok ngamok,negative
allah pak ko ngamuk lihat se antero indonesah,negative
hh padahal rg mau jelas malah potong aneh nampak terus mau ngebelain diri sendiri wkwkw kasih kata silfester,negative
jas biru kyak orang pinter aja,negative
kalau bung rocky mau dilaporin jelas hina bung rocky pec ndang bujang lapuk jelas pribadi,negative
kren roky,negative
anjirr gue yg orang filsafat koq malu denger rg ngawur semua anjirr referensi,negative
mantap bung roki ahirnnya si ikan marah marah,negative
hahahah suka sekali dengn tonton seprti bang rocky fyp lgi nih media suka,positive
wivawa runtuh gara lost mind,negative
roky tonton bukan main,neutral
aku g rasa bodohin aku rasa bertamba ilmu tahu ku,negative
kuliah gratis bung roxy,positive
memang bener bener kereen roky geruung mantaap,positive
gimana mau terang dungu ampun ilmu tahu kencingin sama rocky,negative
ko serang pribadi,positive
bravo bang rocky gerung,positive
debat rocky gerung nahan emosi kalau gk pak,negative
this time for you silfester,positive
sewot kalah jauh lu sama rg endingnya lebih kocak,negative
jabat era jokowi jahat semua keri,positive
kepalang malu jadi ngelantur jawab tanya rg,negative
silfelter nya apa negara,negative
bakal gak yah yg jdi terus bg rocky takut bnget klo masa depan mahasiswa gak pola pikir yg sehat,negative
rg lihai main emosi lawan,negative
pusing liar rg mondar mandir,negative
org rocky cuma baca ajar tindak tdk hobby nya debat rendah org yg tdk tuju dgn pola pikir nya,negative
gengsi kalahdebat ngajak gelut aa,negative
ahlak lahyang paling dahulu bkn ilmu makanya sok banyak ilmu,positive
acara pandu aiman patut terus aiman gagal pandu buah acara,negative
maaf pak silverster tp maaf maaf bgt lihat kualitas ga,positive
hahahahhaahha ibu pertiwi nang lihat bangsa milik manusia ber sdm si jas biru,negative
berangkat debat lupa minum amoldipin mangkanya ngamuk,negative
terimakasih inews tonton politis ilmu kosng,positive
bung rocky benar pancing ahli,negative
nama kau silvester kaya pahlawan kartun kau,positive
pantas lulus mahasiswa gak cipta lapang kerja guru rocky gerung,positive
ngakak gokill wkwkwkw kena pancing rg si silferter,negative
silahturahmi akun sosmed si jas biru,positive
liat banget silvester jilat ingat kata kata uas ken hebat tak perlu jilat karna tak anjing,negative
sehat selalu bung rocky,negative
wkwkw jilat ngaku pancar trus bang rocky,negative
dulu paling anti suka argumen bung rg kali tuju bung rg argumen kritis sangat benar hancur dinasti pimpin,negative
rocky gerung guna akal sehat sehat selalu rocky,positive
jass biru apa sih,negative
salah besar silfester serang pribadi rocky akhir gak kasih ampun rocky pancing silfester malu diri sendiri depan umum,negative
dongo,positive
rg muter teori penting tp kbanyakan org emosi lah hasil mggiring lawan k topik yg mau,negative
siapa sih silfester,positive
semua gara gara jokodok,negative
sayang moderator yg kurang tegas yg beri waktu sepenuh bicara ada sanggah,negative
gak punya malu tuh silverstone,negative
pancing jg,negative
pantes hukum indo rusak oknum hukum aja dungu gitu,negative
pak rocky bukti filsafat bentuk kerangka pikir,positive
bung rocky gerung vs dungu people jawab bung rocky selalu landas teori sejarah lawan malah nyerang pribadi ngomongnya kaya orng gak didik makasih bung rocky kasih kualitas orang yg layak mana yg engga,negative
tonton lucu jilat singgung,positive
bujang bukan sembarang bujang,neutral
bangga jd org hukum tp gx ngerti manfaat nya,positive
hore aku suka aku suka,positive
liat bodoh depan mahasiswa media tonton seluruh masyarakat indonesiaa rumah brdiri nya pondasi mantap bung rocky,positive
bung rocky is the best tahu lawan debat ilmunta dangkal makax esmosi,positive
kalau banyak orang indonesia kyak gnhe ancur indonesia,negative
bang rocky keren,positive
kalah debat kok nyerang pribadi bujang lapuk ganti serang malah meong meong cari rekam jejak digital rawan merah putih kalau debat cuma dangkal banget,negative
jelas nya dungu jilat nya masak serang pribadi org letak cerdas nya bikin malu indonesia punya manusia,negative
