cleaned_stemmed,sentiment_prediction
keren bang rocky gerung lanjut bang semangat tuk tegak benar,positive
hina duluan bela indonesia indonesia,positive
maju bang rocky tahu ko jilat,positive
mbulet omong rocky putar pikir,negative
santai broo,positive
rocky otak cerdas,negative
masyarakat cerna bicara mas rocky mantap bang rocky,positive
silfester ditelanjangin tongkrong lari kerumun udah malu malu laku,negative
debat rocky gerung bsok ya gula ya wkwkkwkw,negative
klu didik sekolah dengar diskusi didik urak deh,negative
lawak lawan debat nyambung,negative
ampun dahh saban rocky gerung ngomong sela mulu,negative
ganti bazzer undang didik motong jelas bilang tau terang,negative
kerja negara hnya teori mllu jls rocky gerung klu urus debat bkl klh ngara hnya dngn ngomongkah,negative
ikan,positive
sungguh malu,negative
hahhahahaaha ketawa ngeliat orang padahak baca,negative
rocky gerung ikan pancing eh badan gede aku rocky gerung nama tuh eh udah gitu kalah debat nyerang personal maki hadeeh bener rocky gerung sehat rocky gerung,negative
rocky dosen mode diri explain alir tahu buka susah debating mode fight,positive
penjilatt malu habis rocky gerung best,positive
silfester orang hukum pintar preman,negative
keren parahh,negative
rocky duluan bilang bodoh wajar ngamuk gabisa buktiin,negative
cawe substansial fondasi pikir parsimoni cenderung ambil simpul sederhana sikap jadi fenomena fenomena politik sudut pandang ilmu debat menang cundang jilat tinggal lanjut sudut pandang ilmu,negative
debat suka,positive
orang sanjung ekonomi indonesia babak bur,positive
lawan rocky mantan napi yaa,negative
jilat,positive
sia nu cundang mah ngomong teh eta eta weh ngabigeug,negative
hukum jilat,negative
dukung jokowi susah kasih tau,positive
rocky oh rocky tele putar bukti,negative
rocky cocok adik anis kasar alus bohong pintarbicara fakta,positive
kasihan korban aiman,positive
rocky isi diskusi,positive
ktauan bju biru masuk hukum pake sogok,negative
nungguin gerung kasih bukti video habis sdm rendah nih ayo,negative
jogya kemaren tolak datang,positive
materi kuliah baik,positive
pancing,positive
beennaarr skalii rocky gerung melihaatt ottaakk duunngguu baadduitt nkri,positive
sih silfestry otak banding rocky gerung debat dungu,negative
silfester koboi jago nih cek cek cek si silfester main tuh orang,positive
anak buah mulyono dungu,positive
ikan pancing kalimat keren jelasin potong tau putar wajar bilang bodoh,negative
orang tutup dungu emosi,negative
jas biru si kwkwkwk luci banget,negative
mantap kali rocky indonesia butuh rocky sehat rocky,positive
sangatt bangga rocky gerung,positive
susah nih sptnya maha hafal baca hina maki orang,negative
adab tuh nomor hina orang pintar abad bareng pegang teguh iman agama,negative
rocky teman anis pintar ngomong hasil ngak,negative
kena psikis,positive
rocky virus mahasiswa,negative
sabar rocky ngomongnya kuliah ilmu hukum paham istilah penasaran dengar rocky langsung jelas timpal baju biru paham anak hukum,negative
mudah pancing ikan,positive
baca biar tahu luas rocky,positive
terimkasih rocky ekor ikan pancing jilat posisi,negative
angkat menteri cocok bang rocky tri ya,positive
gokil rocky musuh udah surrend mencak mencak ampe gemeteran bravo rocky,positive
salud si rocky,positive
serang pribadi,positive
filsuf sejati republik,positive
emosional bikin malu marah,negative
news undang rocky ya biar party,negative
emosi lawyer pancing nih ye,negative
malu moment abadi liat anak cucu semangat rocky banding segi apa,negative
ammpunn ampunn maluu bangat dahh,negative
keren rocy jwb kayknya lupa atu tau akwk ikan pancing,negative
orang beli apa uang hasil hutang triliun,negative
ikan betok pancing,negative
undang silfester mutu didik kalah debat ngotot,negative
mantap rocky gerung salut kontrol emosi rocky gerung intelektual matang karna sejati meni pilih hal paus meni pilih unik ya debat edukasi bujang lapuk kantor debat ngeluarin kaya gitu udah dianggep profesional,positive
wadah lempar garam asin cari rocky,positive
rakyat bng rocky guna banding silferter guna,positive
mana ngatain rocky gerung mana ngelag orang bodoh serang personal rocky gerung pas balik rocky gerung telak ngamuk jlas bingung pas dijelasin motong bicara orang erti hukum dengar aku ahli hukum attitudenya tampil bodoh,negative
silfester tolol mending diam jng debat ketimbang tolol emosi,negative
kasi keluarga malu yaa,negative
ciri otak sediikit isi mudah pancing emosi ya si siplester sipaling hukum,negative
guna bicara,positive
rocky tenang walaupn provokasi contoh orang waras,negative
malu ah team jokowi isi hadeeh,positive
bangsa bnyak orang rocky insya alloh pantanng mundur aku kaum elit orang hukum etika bahasa orang sekolah botol bodoh tolol bravo rocky,negative
lucu banget nih,negative
rocky putar ngomongnya point ucap sarkas cenderung rendah orang banyak buai style bongkar konsep pikir teori perhati inti,negative
rocky gerung kelas ngeri ngeri sarjana hukum kliatan kapasitas miris,negative
mantap bang rocky semangat lanjut,positive
ngeriw sih rocky gerung langsung dekat pasang badan,negative
silfester sakola na bolos wae ciga na blo,positive
maaf aiman yaa,positive
manusia cundang kalah otak langsung maen otot,negative
suka rocky sepak terjang bela jaket biru ndak pikir rocky,positive
emosi nilai utama suatau debat marah situ kalah,negative
cawe cawe az ngerti,negative
otak kuat otot dikedepanin salutt pakk,positive
hahaha nikmat rocky gerung atas panggung buka kedok orang gimana keluarga lawan ya malu lihat,positive
silfester istilah rocky gerung ya malu sbg real jilat malu silverter tahu muncul khodamnya emosi,negative
ah rocky gerung ber belit,negative
filsuf sejati dasar akar teori bicara,positive
nda isi,negative
lulus universitas wiraswasta,positive
rocky gerung filsafat pola fikir andai tahu simple padat isi rakyat mudah paham poin lawan debat orang temperamental sabar ya rusuh masyarakat nilai butuh masyarakat luas,negative
lawan bicara ngerti ya dijelasin biar faham lebar kasih bukti landas berfikirnya,negative
hahah sedih liat,negative
asli malu marah,negative
sadar silfester malu,negative
cerdas ngomong anj dpn mahasiswa publik,positive
rocky gurung cerdas ekor ikan pancing,negative
hahahah,positive
emosi udah ambar debat sehat,negative
nonton full news mantap rocky gerung langsung bodoh lawan salah lawan silver,positive
aiman sengaja biar lawan debat rocky gerung sasar empuk malu rocky gerung,negative
moga rocky gerung sehat umur,negative
si silpostor kayak orang didik susah ajak dialektika kayak mantan preman pasar senen undang hahaha,negative
beda kepala beda pikir guna ilmu teorika hidup menghayal,negative
nonton tau yaang,positive
moga depan dapet sempat ngulitin jabat asli emg gabisa kerja ya rokcky,negative
bodoh tonton bodoh,negative
rocky tuh nyebut nama ngapa singgung aneh real dunguk emang mantab rocky gerung,positive
rocky gerung tipe suatu ya musti jalan nama sulap langsung tuju biar biar ajar pikir landas jalan pemikiranya titik point pikir,negative
silvertor orang hukum orang krangka tengkorak modar sia sakedeung deui silverr usus amburadull,negative
keren rocky gerung ckba perhati saat silves sok aeogannya rocky gerung ciut didatangain mental kaleng,negative
motong bicara uda akhlak nol wajah contoh rakyat ilmu dasar hukum gimana nanya bukti hukum nol astaghfirullah emosi nol tiga muaak rakyat liat please sekolah daftar jabat akhlak ilmu wakil rakyat jabat rakyat pikir indonesia maaf tahu cermin ngerti hukum negara kacau negri orang rakyat paham rakyatnta kacaauu,negative
filosofi terminologi kadang rocky terkadang langsung gogling paham makna,negative
aduh duh beda kelas mamang mantab rocky gerung,positive
salut rockygerung kontrol emosi mantap terap ilmu bravo,positive
malu dengar debat guna dengar rocky tangkap biar indonesia aman,negative
rocky cerdas tau wawas lawan debat rocky gerung aneh silah isi titik,negative
rocky gerung ngata orang heran gitu,negative
tong kosong nyaring bunyi bravo rocky,positive
kaki tangan otak perintah,negative
ngga ilmu kasi emosi rendah depan forum kualitas jilat,negative
epic,positive
hakim hukum dsar emosi dgedein halah cawe hakim ganti bres akhlaj maen ptong mlu,negative
tong kosong nyaring bunyi,negative
nyala bang rocky cerdas kuat mental bela benar,positive
bikin malu sendri emosi debat duduk manis novi,negative
bang rocky gerung lawan,negative
ya beda,positive
debat serang pribadi lucu mantapp rocky literasi lawan bicara msih bawah nyerang pribadi gitu malu,positive
malu,negative
silfester bang udah bang,positive
stasiun tv mana mohon jas biru muda undang acara debat apa karna layak tampil bahasa sikap jepit debat serang ranah pribadi lawan debat contoh terus narasumber model kalah debat nyerang pribadi gilir lawan debat jelasin point potong argumen hadehh pakbapak emosi,negative
silfester pake emosi kalah telak rocky gerung,negative
loh ngaku keren rocky gerung,negative
maen rocky gerung,positive
ijazah palsu istilah hukum kuliah hukum kaga tau,negative
bukti kuasa arogan emosi rocky gerung cerdas bukti nyata rakyat,negative
nothingness tulis jean sartre filsuf ekstensialisme inti nothingness hendak bebas,negative
rocky keren pokok asix macho hahaa,positive
panik,negative
nonjok silfester,negative
orang bodoh dunia dengar niscaya tak bodoh manusia aku ngaku orang hukum bodoh telinga tuli benat prof habibie debat puluh profesor bicara orang dungu pantas jokowi orang sekitar sedih indonesia,negative
orang tim sukses jokowi hebat tau malu kalah debat ngaku alih hukum engga tau hukum karma,negative
ikan ter pancing,negative
cerdas rocky lihat narasumber tes jahahajhahha,positive
jujur rocky gerung nyala cerah masyarakat akal sehat waras,negative
kalah nggk trima yah gtu timbul kesel,negative
rocky gerung cerdas anak bangsa daru bodoh miskin,negative
silfester rusuh tau,negative
rocky rugi rocky berkat orang,negative
debest rocky gerung akal sehat lawan pd gila dunia ngerampok rakyat jegal panik,negative
orang dungu dungu keren rocky,negative
otak rocky emang lawan,negative
rocky ngomong ngelantur ngawur,negative
hukum negeri kacau model orang hukum,negative
dungu,negative
tingkat dungu doktrin,positive
hidup akal sehat prinsif pikir orang ngerti,negative
marah marah om rocky gerung best,negative
mantap rocky gerung panas dukung mulyono,positive
jas biru nang,positive
ciri orang dungu gampang pancing amarahnya silfester kalas anak sd hadap rocky,negative
silfester stress lawan rocky,negative
ngomong rocky cundang puluh kali bodoh rocky langsung bakar,negative
debat ngajar nih orang mantap sih om rocky isi keren deh pancing si jilat,positive
silvestre main manchester united era ferguson sih,positive
jas biru nosologi sok pinter abai bang rocky paham,positive
kalah debat otot hahhaa,negative
rokok sok pinter rakyat,negative
kali debat ngerasa rocky gerung beneran kosong,negative
maju om rocky tegak suara benar akal sehat,positive
rocky pintar mantapp,positive
orang cerdas faham omonganya rocky,negative
sptnya rocky gerung tida niat substansi mc rocky gerung tau ikan pancing beliau kalah lawan debat,negative
pa joko malu lihat orang kayak ya,negative
rocky gerung mantap,positive
panas api,positive
wajah asli indonesia senang tengkar dalih tengkar pikir ujung sentimen salah sebab bangsa maju pihak orang sungguh tengkar mudah manfaat indonesia hancur sejarah indonesia bukti tengkar arah sentimen celah kuat asing hancur indonesia intelektual iring kontribusi pimpin maju bangsa hakikat guru tugas mempasilitasi maju murid ajak murid tengkar guru anggap orang sabar rang bodoh,negative
situ rocky gerung guna negeri teriak kenceng guna,negative
bahas bicara hadeh hadeh,negative
ui bangga rocky gerung sbg rakyat takjub beliau baju biru layak debat emosi cuy hehehe,negative
hahahah malu jas biru,negative
jilat ketua kasihan gidupnya,negative
kliatan kelas,positive
rocky gerung raja akal sehat lawa emosi,negative
menejelaskan membuktikn giring opini masyarakat dukung sakit,negative
silver stalon baper otak los co ntrol kmpungan kualitas,positive
prlu museum orang lngkah skali orang sprti rocky bhkan mngkin,negative
rocky retorika,positive
rocky gerung emang mantabb,positive
kasi lihat pake jas,positive
mantaff rocky indonesia butuh rocky,positive
marah said fuck,negative
silfester undang debat harap undang lanjut kedunguanya,negative
liat,positive
wooii jas biru usaha cerdas ilmu menang nasib usaha rakyat bodoh,negative
lupa tenang air muka waspada ikan renang bawah salam cerdas rakyat bijak,positive
hidup rocky rakyat dukung bubar partai biang kerok resah jalan lancar dekat kuasa jilat nama,positive
pas baca komentar like dukung rocky gerung good job rocky gerung,positive
pd signal si rocky gerung ikan pancing terus,negative
pukul bujang lapuk contentr attack ikan pancing tonton bilang guna wiliam ocam imam katolik meni pukul biarawan meni biarawan conter attack paus meni sejarah tahu babak bur silfester,negative
ayo netizen serang akun emosi,negative
bang rocky gerung mantaf,positive
bukti nyata rendah sdm orang sekitar mulyono sok jago tuh orang cundang sejati ya orang marah muntupibkebodohannyaq,negative
hitung sih scor udah,negative
hihihi orang kalah otak model bgni emosi ledak,negative
ikan pancing main kail pancing emosi kekihatan dangkal tahu debat bobot,negative
siplester rujak chiko hakim jeda iklan security bonyok barang,positive
malu lihat silver queen,negative
rocky ketemu batu semprot debat,negative
hukum jalan pedih stallone tunggu,negative
seru nih kayak,negative
udah pake nafsu debat incernya isu pribadi,negative
sok pintar tau bodoh ngotot msh ngotot malu ya fakta emang jwb,negative
langsung jilat tunjuk jatidirnya,positive
muka nang awok,negative
ngerasa jilat ngapain kocak,negative
debat kalah nyerang pribadi hajar rocky,negative
ribu komentar chanel respect medukung rocky gerung bukti kualitas rocky gerung wakil rakyat filfester kasi malu jilat,positive
silfester baca komentar konten viral betapa malu baca komentar konten penuh support applaus rocky gerung,positive
hebat rocky grung mancing bodoh orang,negative
rocky kuasa debat,negative
terima kasih rocxy rakyat wakil,positive
rocky mental mental akademis sulit bohongin,negative
jilat emosional jilat emosi ketua bodoh tahu malu,negative
emosi tanda kalah mantap banget rocky gerung manusia jenius salam akal sehat,positive
rocky lindung balik main selesai,positive
njir seru stand comedy,positive
hadeeh kelas bulu ayam lawan prof orang hukum tau dasar ilmu hukum si silfestr lawan bem ui kalah,negative
rocky orang cerdas,negative
kuat rocky,positive
silferqueen kalah total,negative
puas ngeliat jilat babak bur obok isi kepala rocky gerung sehat rocky gerung,positive
bujang lapuk liat banget kalah lanjut rocky gerung,negative
ngaku hukum paham ngaco parah,negative
silfester aura,positive
klu ngimbangi emosi tutup bodoh marah emosi,negative
si silver si bocah emosi parah orang,negative
mantap rocky gerung lawan debat suruh masuk sd,positive
debat rocky gerung kelas pancing tuh ikan,negative
bravo rocky gerung,positive
logika menang slalu cool emosi terima kalah,negative
kasih rocky grung jabat biyar diyem,negative
loh ngamuk rocky party,positive
kali acara tonton mahasiswa intelektual undang orang ber etika kayak preman bahasa si jas biru buang nonton cerdas rocky gerung kali hadir orang tingkat cerdas atitude,negative
orang marah marah otak kosong rocky hebat salam papua,negative
pancing ikan,positive
pancing rocky masuk,negative
ngeles kaya bajay,negative
dungu muncul arogan belakang kuat,positive
orang hukum orang ketya begal bravo rocky gerung,negative
pancing emosi orang digebukin keroyok pergi visum rs polri lapor polisi korban kriminal orang tangkap polisi jelang puasa sang laku tahan polisi minggu lebaran datang istri anak emaknya damai rugi materi biaya obat dapatlsh uang rp juta biaya obat rugi materi lebaran simpul orang pancing emosi orang milik tekan darah emosi gejolak tangan layang teman tulis kena gebukin orang aku ajudan sekwan dprd riau parkir tunggu tinju teman tulis tubuh tegap lawan visum rs polri lapor polsek ujung ujung pocah duit puluh juta damai telpon ngak ratus juta milik emosi tekan darah orang pancing emosi plus bawa emosi main tangan urus aph,negative
silfester salah emosi ban konsisten kacamata hukum parsimoni sangkal lidi jadi kriminal prinsip parsimoni fatal orang salah tangkap parsimoni laku batas hipotesa,negative
tinggal pulang,positive
silfester negara kali,positive
kubu mulyono takut mantap rocky gerung,positive
filosofis sanding ilmu terap dasar susah conneck,positive
sok jago klu ngerti argumen bang rocky ngotot ksh tampil malu,negative
mantap jas biru,positive
dungu hakiki loyer sogok ngerti apa terang rocky udah dungu kontrol emosi pantes nilai minus,negative
jilat salah,negative
maju rocky dukung salam waras saking bumi mojopahit,positive
baca komentar netizen blom erti,negative
kaasih tepuk tangan gemuruh,negative
orang salah emosi,negative
tv dpet bayar,positive
gokil serang pintar,positive
sayang pukul rocky gerung sodor wajah,negative
semogat rocky gerung sang cundang bara,negative
dengar netral bole aku rocky gerung pintar iring benar kritik republic point musuh debat sepinter rocky gerung baca nont netral,negative
lapar pake kursi beres,positive
aiman nikmat,positive
maaf rocky gerung benci celoteh sadar rocky emang yes,negative
pulang acara silverter wajib tensi darah khawatir stroke serang jantung,positive
tutup bodoh sayang tolol,negative
silfester blokk,negative
rakyat buth orang rakyat butuh orang omong kerja nol,negative
spintar pintar rocky sumbangsih negara,positive
debat bgtu arus rocky gerung arus dc,negative
habis dikulitin,negative
udah emosi debat tanda mental sehat pancing argumen uras pikir dasar,negative
ngilu terima kasih bang rocky gerung buka mata hati si,positive
mantap rocky gerung pancing ikan,positive
cermat simak kasus beda ya takut cemas khawatir kasus barangkali mesti aiman bersiakp netral pandu acara moderator nyela nyela mullu,negative
tonton bodoh orang kaya narasumber ya allah knpa kaya kasih orang bodoh mamfaat ya allah,negative
silfester malu tuh,negative
rangkum sesi kuliah cawe expresi parsimoni fenomena politik acu qoute greatness simplicity goodness truth leo tolstoy tulis russia pr maw brouwer psikolog rohaniawan buku nothingness tulis jp sartre inspirasi heidegger filusuf existensialis parsimoni cenderung ambil jelas sederhana fenomena kuliah semester tayang,positive
silfester ilmu ngotot doang kena batu rocky gerung,negative
rugi rakyat antek jokowi,negative
kameramen ketawa,positive
please undang narasumber silfester lepas salah beliau etika debat sela marah marah serang personal kasar,negative
pancing sulit rocky gerung,negative
zholimnya boss,positive
iq cetek ngajak debat rocky gerung,negative
bong rocky cerdas rakyat jilat rakyat cerdas dukung bong rocky,positive
beda kelass maklum,negative
rocky gerung orang waras suara rocky lempengin otak orang thought lagho dungu,negative
dungu,negative
tolong undang televisi bintang tamu ilmu,positive
manfaat,positive
yah dungu semngat akal sehat,negative
joss rocky,positive
jilat singgung ngamuk,negative
bagus rocky gerung orang orang emang pake terang jilat langsung kena sasar santun,positive
suhu suhu rocky gerung joss,negative
ngomongin orang cundang bujang lapuk kali kali bilang bodoh udah darah ampun bang jago,negative
lulus,positive
si hukum erti hukum sungguh malu,negative
bilang bujang lapuk diam pdhl hina gilir balik ehh emosi depat rocky gerung emosi jebak,negative
rocky gerung emang lawan,negative
kubu kanan breefing ngabalin,negative
debat beda level pakai akal satu pakai okol,positive
kawan diam karna tau suara jengkal sam rocky gerung,negative
hajar rocky kta dukung diri bsa suara,positive
cie ciee silfester emosi kalah debatt,negative
seru nih makasih makasih,negative
jilat marah loh,negative
main tangan selesai loh fer masuk bui,negative
buahahahaa si orang hukum,negative
rocky gerung dalil tsb detail potong mulu,negative
rocky happy,positive
bp jas biru ngomong ap rocky gerung putar ngomong mah singkat padat orang ngerti bahasa smakin hebat,negative
rocky orang jls karna ksh jabat tri,positive
masarakat bodoh bang ilmu,negative
kwwkkwkwkwkwkwkwkwkwkwkwkwkk yah,positive
paham orang debat rocky gerung banyak erti paham topik bahas substansi mari muhasabah orang orang lenggak lenggok istana hayo kaum muda salah rocky gerung kritik bangun beliau negeri orang buka mata betapa didik langsung profesionalitas nabi sulaiman pilih ilmu harta jabat pasang hidup ilmu raih hati luas buka pikir batas salam literasi kaum peci,negative
malu orang hukum jang pancing gitu,negative
silfester motong rocky spya sembunyi bodoh,negative
bikin malu dama rocky,negative
yah ikan pancing wwkkwkkwwk,negative
keren rocky gerung tau lawan bicara orang bodoh sebut lawan bukti benar,negative
panik tuh,negative
sdr rocky gerung kritis hati pikiranya cinta indonesia damai smua statement destruktif konstruktif hidup bumi indonesia cinta bawah pimpin pres ri jokowi aku dunia bukti rakyat indonesia rocky gerung prestasi konkrit rakyat indonesia,negative
sifat sombong rendah orang dungu dungu orang pntar sempurna makhluk allah swt milik setan maaf sifat milik rocky gerung,negative
tau nothing ajak pikir dasar otak sindir,negative
banyak retorika stres pikir bisa sellu gonggong,negative
rocky happy,positive
sehat rocky ikan pancing mari kutu,positive
rocky debat ikan,positive
kualitas rocky silfester,positive
jaman soeharto kaga ngebacot rocky gerung mana ja rocky,negative
rocky hebat iya tahan emosi,negative
kalah otak aduh malu ubun ubun,negative
kuasa puji gaji pajak rakyat,negative
ngakak jir keren rocky gerung emosi malu bngatt jilat,negative
rocky bikin kisruh,positive
silfester pecat jadi ketua,negative
si rocky cundang hahaha guna,negative
hidup pola pikir bgsa indonesia hdup bang rocky tlg silvestre lihat analisa komentar ribu orang prnilaian orang jas biru emosi suruh ngajar universitas bayar pakai rompi biru tahun,negative
ciri cundang serang pribadi otak kosong,negative
ilmu nyerang pribadi,positive
weedeeh silmeter pikir hebat terima kasih rocky gerung cerdas bangsa,positive
liat bodoh pancing emosi,negative
jilat marah,negative
keren habis rocky gerung dungu banget lawan,negative
hahah suruh nyerang personal goreng rocky,positive
hitler dlu sambut ribu mngkin juta rakyat pikir mulyono sambut ribu hebat jilat emng kocak bravo om rocky,positive
rocky lawan semangat rocky good job rocky,positive
ulang nontonnya lihat silver malu,negative
hahaha ngeliatin bodoh kontrol emosi tahu jilat,negative
akal sehat sehatpanjang umur rocky gerung,positive
rocky gerung joss,positive
imam sya fi said benar temu reaksi beda orang cerdas renung orang bodoh singgung,negative
orang cepat sindir marah bodoh,negative
silfester undang,positive
politik cari makan serang rendah lawan biar tetep hidup,negative
taulaah beril pura beril rocky gerung halus tenang salam akal sehat,negative
ngikutin rocky kali puas kwkwk,positive
pancing emosi,negative
kalah adu argumen kalah tahu rocky ajak debat ngamuk mukul gela si pakek jas biru kayak anak kaya bocah parah,negative
sya orang awam rocky cuman pintar ngmg ajah orang kya gitu kalah,negative
mntp nung rocky,positive
bicara tiori rocky jokowi kerja nyata,positive
manklah suka pancing,positive
konyol habis,negative
rocky gerung bagus sikap sehat lawan bicara akal sehat,positive
rocky gerung raja fitnah klu generasi ikut pola pikir rocky gerung th generasi bangsa rusak silah bukti th rocky gerung jatuh sombong karma dtng bukti rocky gerong pintar kritik fakta mmpu pimpin bhkn negara bukti rocky gerong bukti hasil mmbngun karya bangsa tolong kasih contoh,negative
guna negara kadang statement suka apple apple bandingin lurah dosen bandingin lurah ya lurah lurah biar balanced lawyer statement ucap malu,negative
parsimoni sederhana mebantah duga menujuk nama bela sederhanya,positive
tonton bodoh jlebb wkwkwkw walkout bang mundur alon alon,negative
trending,positive
definisi bullshit baik,positive
rakyat rocky,positive
lugu lucu guobloog,positive
rocky rocky sok inter orang guna,negative
aiman silfester undang si,positive
wajar marah bilang bodoh orang harga woyy,negative
silfestes stress,negative
orang aneh gilir ngatain orang cundang ee gilir bilangin bodoh ngamuk,negative
god job rocky,positive
sok baca buku sd gilir tanyak balek diam,negative
maju bungg rocky gerung,positive
aiman kristis pda team joko mk bansos pilkda mmng kkn aiman knpa aiman kritis tajam team joko silfester mmng pecundng jokower psti periksa kpk stlh lengser,negative
keren bang rocky mantap abng qu bang rocky,positive
kaau atas rasa rakyat sulit inti negri sulit ekonomi,negative
maju rocky dukung,positive
untung silfester stallone,positive
silfester suruh main mma biar lihat,positive
baik orang bodoh rocky benci isi otak minus emosi si silfester maju rocky,negative
vidio masuk grup whatsapp grup sepak bola,positive
menit terus masuk jebak rocky gerung,negative
hidup rocky lawan level,negative
mulyono dukung emosi,positive
baca sd plongak plongak kayak majikan,negative
orang akal sehat waras harga juang usaha maslahat baik rakyat otak cerdas tutup akal sehat waras penuh benci pandang sisi buruk salam akal waras,negative
rocky ngerti emosi ledak dmna,negative
hebat rocky gerung ganggu emosi ucap lawan debat tanda bhw rocky gerung dalam hidup spiritual rocky gerung fokus pd koridor jelas sesuai tema,positive
nyerang pribadi debat bukti tahu kalah argumentasi,negative
orang pintar ya si silfester ngomongnya standart intelektual tkn,negative
pancing air keruh brilian,negative
orang hukum marah muka faham hukum balas argumen hukum masyarakat didik hukum orang hukum malu malu saudara,negative
tunjuk kuasa ilmu pumya mampu akademisi bentuk silfeater bangga,positive
rocky gerung dosen lho guna drpd beliau andil cerdas bangsa ngaku cerdas rocky gerung drpd,negative
orang hukum tnya hukum belibet,negative
ulang ulang cundang,negative
undang jas biru emosi,negative
silfester kosong nothing,neutral
rugi silfester,positive
cape cape nyimaknya media debat debat debat bikin pusing masyarakat point rakyat butuh adil jujur pimpin sejahtera tenang bukti nyata rakyat atas negar ubah rakyat tindak,negative
rocky gerung guru bangsa mrncerdaskan bangsa,negative
ko dungu dprlihatkn publik,negative
rokcy bilang jilat singgung singgung jilat,negative
segitu dukung jokowi yaa la jilat jilat emang,positive
makasih bang rocky udah ngsh kuliah sks,negative
hidup akal sehat terus politik dinasti rakyat ngak tau,negative
best part one another one ngaku,positive
omong rocky gerung keping bukti lihat gambar besar perhati detail jelas,negative
pahlawan merdeka memper juang negri juang bela negara pakai jokowi hancur juang pahlawan merdeka cinta tanah air negri cinta pakai jokowi,positive
trendingkan urat malu tuh si silverter bilang rocky bangsa,negative
ilmu lawan debat bawah rocky gerung mantap rocky,positive
serang pribadi rocky malu tonton juta orang viral mulyono ndak,negative
aiman acara kendali situasi,positive
rocky gonggong ngomong doang ember engk kosong omong,negative
rocky gerung bwt guna,positive
jabat dapet kursi dapet cuan mah dapet kali ah,positive
lawak,negative
aduh si jilat ngaku,negative
bestt,positive
wduh debat nyerang pribadi,negative
nasi centong kuah belanga banyak teka teki kunyah tulang lunak,negative
kasar banget gile silfester,negative
ngerti diomongin rocky gerung pas lihat marah emang dungu,negative
bang rocky guna orang orang jilat duit kaya dewa mulyono,negative
silfester ngelawak banget yaa,negative
marah jilat,negative
rocky gerung keren sosok jas kosong kosong ilmu ilmu level rocky gerung,positive
trendingkan,negative
dosen anggap guna republik dosen guru,negative
baca buku sd gilir letoy terusin debat rocky gerung berak botol bos,negative
dukung bang rocky gerung tegak benar,positive
rocky gerung mmbhas dlu masuk dasar eh langsung masuk inti dasar luas otak rocky gerung,positive
ken lihat adu jotos spa menang brarti,positive
mahluk rocky periksa kejiwaanya,positive
rocky gerung hebat google rocky gerung dosen hebat mejelaskan detail tuntut,positive
ring rendah kuasa emotional thinking rocky gerung,negative
ikan sapu sapu pancing umpan sederhana bodoh sapu sapu cipta rakus ikan sapu sapu kulit luar keras tubuh kotor daging enak kunyah makan rakus,positive
bicara cermin intelektual emosional arah bintang tamu edukasi blas mending buang laut,positive
planga plong pas tanyain kaya,negative
rocky gerung pintar plus berani,positive
jokowi licik guna pandai susun strategi susah rakyat,negative
bahasa klakuannya kliatan dungu tahan emosi hha,negative
bang rocky orang pintar bela rakyat lanjut,negative
money power,positive
mantapp rokyy,positive
rocky ngomong kerja boong mon omon,negative
nothing bahasa templated anak tektok basi achh,neutral
orang bawa debat main ancam coba bro,negative
rocky menang telak,positive
coba cek komentar podcast,positive
rocky gerung lawan,negative
emosi bukti cawe cawe,negative
wwkkwk keluarga malu ya,positive
habis pikir orang,negative
rocky gerung maki jkwi smua netizen,negative
sdr rocky gerung hina yth pres ri jokowi indonesia sdr rocky gerung bukti prestasi rocky gerung untk maju republik tobat rocky gerung,positive
ngak guna,negative
ya kualitas dukung dukung,positive
blunder anjir malu sih tuh orang awokawok bang rocky kasihan jailin wkwkkw,negative
tuju like duet ufc biar bonyok rocky,positive
ngasih kuliah mahasiswa indo bilang guna negara awosksksk,negative
mantapp prof rocky gerung,positive
kebelinger,positive
salah ngefans rocky gerung keren pas maki rk langsung dekat video cut frame cerdas,negative
kena mental tuh ngamukk,negative
gregett lihat silfester ken duel boxing wkwkk,positive
rokok garong ngak hina jokowi ngak makan mata cahari,negative
serah rocky dukung jokowi salah beliau iya nama dukung dukung period,positive
bang rocky guna negri cerdas pancing emosi layak undang contoh tdak salam akal sehat,negative
rocky gerung th ajar ui gaji,positive
debat kasar suka main kasar ilmu balas ilmu kasar balas kasar ckup cerdas jgan debat om rocky korbanya,positive
rocky merdeka hidup,positive
bilang bodoh ya bodoh lord rocky gerung lawan,negative
malu bodoh publik ngaku acara wakwaw,negative
ungkap sifat asli rocky gerung,negative
asli adegan keren hidup mantaap rocky,positive
makasih rocky,positive
ikan pancing,positive
gasspoll,positive
etika debat kasar stasiun tv perna undang manusia bikin rusak generasi muda kasar,negative
duh ngakak lihat debat,negative
tolol hakiki tunjuk,negative
ya sisi mmng rocky trlalu arogan arogam pikir syangnya mulut terima,positive
orang erti bilang rocky gerung orang akal sehat,negative
ikan kena pancing,negative
rocky gerung senggol ego hahahaa,positive
kesini gara tiktok,negative
ciee emosi haa lucu lucu lucu,negative
ttp good rocky gerung,positive
waduhh mobile lagend ngirim estes level solo lord lord kasih emot,positive
pancing teruuss,negative
serang pribadi debat buntu,positive
saat lawan debat pancing emosi lawan kalah perang mantaff rocky,negative
keren bang rocky salutt,positive
